<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.04.05	0.94984	0.95492	0.94906	0.95030	89174	128228	3
2019.04.08	0.95038	0.95120	0.94807	0.94854	81330	117390	4
2019.04.09	0.94849	0.95098	0.94768	0.94914	84061	121549	6
2019.04.10	0.94909	0.95546	0.94800	0.95458	97116	140204	2
2019.04.11	0.95458	0.95644	0.95205	0.95275	82448	108498	1
2019.04.12	0.95295	0.95810	0.95178	0.95471	94125	127378	3
2019.04.15	0.95669	0.96014	0.95424	0.95868	80427	108622	4
2019.04.16	0.95869	0.95953	0.95583	0.95759	92228	126475	3
2019.04.17	0.95758	0.96139	0.95509	0.95759	95659	127731	2
2019.04.18	0.95769	0.96062	0.95513	0.95577	96466	134199	1
2019.04.19	0.95566	0.95756	0.95509	0.95681	76593	96500	7
2019.04.22	0.95676	0.95742	0.95134	0.95168	59351	85453	12
2019.04.23	0.95144	0.95400	0.95015	0.95298	82449	112346	3
2019.04.24	0.95294	0.95353	0.94445	0.94595	111937	154812	1
2019.04.25	0.94592	0.94757	0.94374	0.94562	90115	125057	5
2019.04.26	0.94563	0.95005	0.94462	0.94618	100855	141460	3
2019.04.29	0.94644	0.95025	0.94632	0.94914	64776	93378	5
2019.04.30	0.94919	0.95079	0.94373	0.94377	89415	125900	1
2019.05.01	0.94326	0.94589	0.94176	0.94274	79091	104615	1
2019.05.02	0.94268	0.94495	0.94111	0.94303	84554	112313	5
2019.05.03	0.94299	0.94314	0.94054	0.94217	79638	107183	5
2019.05.06	0.93763	0.94303	0.93763	0.93978	96169	128070	4
2019.05.07	0.93974	0.94554	0.93699	0.94449	102008	135300	3
2019.05.08	0.94453	0.94560	0.94139	0.94143	110410	151371	2
2019.05.09	0.94149	0.94294	0.93919	0.94169	112859	149203	4
2019.05.10	0.94173	0.94312	0.93732	0.93831	137286	172178	1
2019.05.13	0.93814	0.93945	0.93467	0.93534	111778	149667	1
2019.05.14	0.93524	0.93727	0.93409	0.93459	93501	127009	3
2019.05.15	0.93454	0.93507	0.93002	0.93063	102612	146962	3
2019.05.16	0.93068	0.93157	0.92615	0.92723	89348	121644	1
2019.05.17	0.92724	0.92979	0.92292	0.92435	111274	148246	1
2019.05.20	0.92882	0.93122	0.92619	0.92722	82208	114573	5
2019.05.21	0.92719	0.92989	0.92123	0.92258	90825	117452	5
2019.05.22	0.92242	0.92481	0.92008	0.92414	78044	102603	3
2019.05.23	0.92439	0.92979	0.92325	0.92939	93219	118704	1
2019.05.24	0.92954	0.93174	0.92728	0.93060	90627	119704	4
2019.05.27	0.93099	0.93228	0.92907	0.92949	50932	71478	4
2019.05.28	0.92949	0.93449	0.92934	0.93388	83388	108534	4
2019.05.29	0.93393	0.93676	0.93312	0.93499	98513	130769	3
2019.05.30	0.93504	0.93664	0.93164	0.93294	80118	102210	1
2019.05.31	0.93289	0.93903	0.93259	0.93683	116802	149079	1
2019.06.03	0.93648	0.93954	0.93627	0.93724	113112	190337	4
2019.06.04	0.93729	0.93941	0.93538	0.93628	113049	148025	3
2019.06.05	0.93629	0.93740	0.93388	0.93468	114697	153941	3
2019.06.06	0.93479	0.93667	0.93193	0.93199	116606	155588	1
2019.06.07	0.93194	0.93240	0.92826	0.92826	111480	147105	4
2019.06.10	0.92740	0.92845	0.92300	0.92306	93880	130420	1
2019.06.11	0.92306	0.92541	0.92113	0.92459	96732	135826	4
2019.06.12	0.92439	0.92489	0.92208	0.92419	100383	133677	1
2019.06.13	0.92424	0.92478	0.91793	0.92124	96195	129823	1
2019.06.14	0.92119	0.92198	0.91861	0.92073	96670	131046	4
2019.06.17	0.92147	0.92290	0.91776	0.91893	71375	100862	4
2019.06.18	0.91898	0.92116	0.91601	0.91964	97885	138282	1
2019.06.19	0.91968	0.92033	0.91339	0.91339	102834	145624	1
2019.06.20	0.91334	0.91469	0.91135	0.91258	127426	181966	1
2019.06.21	0.91252	0.91608	0.91047	0.91509	102919	147658	1
2019.06.24	0.91574	0.91954	0.91539	0.91712	90210	127619	1
2019.06.25	0.91714	0.91896	0.91622	0.91628	124510	172704	1
2019.06.26	0.91538	0.91962	0.91538	0.91648	108103	154148	1
2019.06.27	0.91648	0.91876	0.91623	0.91749	92615	129448	5
2019.06.28	0.91754	0.91982	0.91540	0.91913	90899	122893	4
2019.07.01	0.91935	0.92033	0.91240	0.91449	85551	114041	3
2019.07.02	0.91454	0.91894	0.91373	0.91634	83137	112032	4
2019.07.03	0.91650	0.92049	0.91508	0.91769	83556	119777	4
2019.07.04	0.91773	0.92004	0.91576	0.91576	55019	73701	4
2019.07.05	0.91580	0.91805	0.91196	0.91250	83877	112434	2
2019.07.08	0.91189	0.91419	0.91149	0.91274	62842	86166	4
2019.07.09	0.91268	0.91359	0.90835	0.90903	71254	97173	1
2019.07.10	0.90899	0.91369	0.90721	0.90983	93719	126637	2
2019.07.11	0.90978	0.91357	0.90854	0.91138	88022	122420	4
2019.07.12	0.91133	0.91563	0.91037	0.91441	77544	105003	1
2019.07.15	0.91389	0.91874	0.91378	0.91839	68691	90490	1
2019.07.16	0.91838	0.91909	0.91534	0.91753	83987	114389	4
2019.07.17	0.91748	0.91864	0.91418	0.91464	75945	105409	4
2019.07.18	0.91454	0.92265	0.91428	0.92159	98880	130613	4
2019.07.19	0.92163	0.92424	0.91898	0.91933	97859	124744	4
2019.07.22	0.91943	0.92389	0.91772	0.92274	76255	96674	4
